SL,restaurant,item,calories,cal_fat,total_fat,sat_fat,trans_fat,cholesterol,sodium,total_carb,fiber,sugar,protein,vit_a,vit_c,calcium,salad
474,Taco Bell,Gordita Supreme® – Beef,300,120.0,14.0,5.0,1.315934065934066,30.0,550,31.0,4.0,6.0,13.0,18.857142857142858,20.17049180327869,24.852459016393443,Other
475,Taco Bell,Gordita Supreme® - Chicken,270,90.0,10.0,4.0,1.315934065934066,40.0,510,29.0,2.0,6.0,16.0,18.857142857142858,20.17049180327869,24.852459016393443,Other
476,Taco Bell,Gordita Supreme® - Steak,270,90.0,11.0,4.0,1.315934065934066,30.0,550,29.0,2.0,6.0,14.0,18.857142857142858,20.17049180327869,24.852459016393443,Other
477,Taco Bell,Nacho Fries Bellgrande,710,360.0,41.0,6.0,1.315934065934066,30.0,1420,73.0,10.0,4.0,13.0,10.0,4.0,8.0,Other
478,Taco Bell,Nachos BellGrande®,760,360.0,39.0,6.0,1.315934065934066,30.0,1100,82.0,13.0,5.0,18.0,18.857142857142858,20.17049180327869,24.852459016393443,Other
479,Taco Bell,Nachos Supreme,430,210.0,23.0,5.0,1.315934065934066,30.0,690,44.0,7.0,3.0,12.0,18.857142857142858,20.17049180327869,24.852459016393443,Other
480,Taco Bell,Triple Layer Nachos,320,140.0,15.0,1.5,1.315934065934066,74.18489065606362,600,41.0,6.0,2.0,7.0,18.857142857142858,20.17049180327869,24.852459016393443,Other
481,Taco Bell,Triple Melt Nachos,260,140.0,16.0,4.5,1.315934065934066,30.0,550,19.0,3.0,1.0,10.0,6.0,21.37408082034676,10.0,Other
482,Taco Bell,Beefy Cheddar Crunchwrap Slider,410,170.0,19.0,6.0,1.315934065934066,25.0,960,46.0,4.0,3.0,14.0,18.857142857142858,20.17049180327869,24.852459016393443,Other
483,Taco Bell,Beefy Mini Quesadilla,210,110.0,12.0,4.0,1.315934065934066,25.0,560,17.0,3.0,1.0,9.0,18.857142857142858,20.17049180327869,24.852459016393443,Other
484,Taco Bell,Beefy Nacho Griller,420,170.0,19.0,4.5,1.315934065934066,20.0,870,49.0,5.0,3.0,12.0,18.857142857142858,20.17049180327869,24.852459016393443,Other
485,Taco Bell,BLT Crunchwrap Slider,430,210.0,23.0,5.0,1.315934065934066,20.0,900,43.0,3.0,4.0,12.0,18.857142857142858,20.17049180327869,24.852459016393443,Other
486,Taco Bell,Cantina Power Bowl - Chicken,560,200.0,22.0,4.0,1.315934065934066,60.0,1520,64.0,9.0,4.0,26.0,18.857142857142858,20.17049180327869,24.852459016393443,Other
487,Taco Bell,Cantina Power Bowl - Steak,580,210.0,23.0,4.0,1.315934065934066,50.0,1460,66.0,10.0,4.0,27.0,18.857142857142858,20.17049180327869,24.852459016393443,Other
488,Taco Bell,Cantina Power Bowl - Veggie,540,190.0,21.0,3.0,1.315934065934066,10.0,1310,75.0,14.0,4.0,14.0,18.857142857142858,20.17049180327869,24.852459016393443,Other
489,Taco Bell,Cheese Quesadilla,480,240.0,27.0,11.0,1.0,50.0,1000,40.0,4.0,3.0,19.0,18.857142857142858,20.17049180327869,24.852459016393443,Other
490,Taco Bell,Cheese Roll-Up,190,80.0,9.0,5.0,1.315934065934066,20.0,450,18.0,2.0,1.0,9.0,18.857142857142858,20.17049180327869,24.852459016393443,Other
491,Taco Bell,Chicken Quesadilla,520,250.0,28.0,12.0,1.0,75.0,1210,41.0,4.0,3.0,27.0,18.857142857142858,20.17049180327869,24.852459016393443,Other
492,Taco Bell,Chickstar,620,340.0,37.0,8.0,1.315934065934066,50.0,1290,53.0,4.0,4.0,17.0,8.0,6.0,15.0,Other
493,Taco Bell,Chili Cheese Burrito,380,150.0,17.0,8.0,1.0,35.0,930,41.0,5.0,2.0,16.0,18.857142857142858,20.17049180327869,24.852459016393443,Other
494,Taco Bell,Chipotle Crispy Chicken Griller,290,170.0,18.0,3.0,1.315934065934066,25.0,640,22.0,1.0,1.0,9.0,18.857142857142858,20.17049180327869,24.852459016393443,Other
495,Taco Bell,Crispy Chicken Quesadilla,650,340.0,37.0,13.0,0.5,75.0,1480,51.0,5.0,3.0,26.0,10.0,2.0,45.0,Other
496,Taco Bell,Crunchwrap Supreme®,540,190.0,21.0,6.0,1.315934065934066,30.0,1110,71.0,7.0,7.0,16.0,18.857142857142858,20.17049180327869,24.852459016393443,Other
497,Taco Bell,Double Tostada,270,100.0,11.0,4.0,1.315934065934066,15.0,650,32.0,8.0,2.0,12.0,18.857142857142858,20.17049180327869,24.852459016393443,Other
498,Taco Bell,Express Taco Salad w/ Chips,580,260.0,29.0,9.0,1.0,60.0,1270,59.0,8.0,7.0,23.0,18.857142857142858,20.17049180327869,24.852459016393443,Other
499,Taco Bell,Loaded Potato Griller,470,200.0,22.0,6.0,1.315934065934066,25.0,1120,55.0,4.0,5.0,13.0,18.857142857142858,20.17049180327869,24.852459016393443,Other
500,Taco Bell,Mexican Pizza,540,270.0,31.0,8.0,1.0,40.0,860,47.0,7.0,2.0,20.0,18.857142857142858,20.17049180327869,24.852459016393443,Other
501,Taco Bell,MexiMelt®,270,130.0,14.0,7.0,1.0,40.0,740,21.0,3.0,2.0,14.0,18.857142857142858,20.17049180327869,24.852459016393443,Other
502,Taco Bell,Steak Quesalupa,440,210.0,23.0,10.0,0.5,60.0,840,36.0,3.0,3.0,22.0,15.0,6.0,35.0,Other
503,Taco Bell,Chicken Quesalupa,440,200.0,23.0,10.0,0.5,60.0,840,37.0,3.0,3.0,22.0,15.0,8.0,35.0,Other
504,Taco Bell,Beef Quesalupa,460,240.0,26.0,11.0,1.0,50.0,890,38.0,4.0,3.0,19.0,15.0,6.0,35.0,Other
505,Taco Bell,Shredded Chicken Mini Quesadilla,180,70.0,8.0,2.5,1.315934065934066,25.0,540,15.0,2.0,1.0,12.0,18.857142857142858,20.17049180327869,24.852459016393443,Other
506,Taco Bell,Spicy Chicken Crunchwrap Slider,400,180.0,20.0,4.0,1.315934065934066,25.0,900,42.0,3.0,3.0,15.0,18.857142857142858,20.17049180327869,24.852459016393443,Other
507,Taco Bell,Spicy Tostada,200,90.0,10.0,2.5,1.315934065934066,10.0,440,22.0,4.0,1.0,7.0,18.857142857142858,20.17049180327869,24.852459016393443,Other
508,Taco Bell,Stacker,390,170.0,18.0,8.0,0.5,40.0,1050,39.0,4.0,3.0,18.0,8.0,2.0,30.0,Other
509,Taco Bell,Steak Quesadilla,520,250.0,28.0,12.0,1.0,65.0,1250,41.0,4.0,3.0,25.0,18.857142857142858,20.17049180327869,24.852459016393443,Other
510,Taco Bell,Original Triple Double Crunchwrap,700,270.0,30.0,9.0,0.5,45.0,1550,85.0,9.0,7.0,23.0,15.0,6.0,25.0,Other
511,Taco Bell,Spicy Triple Double Crunchwrap,780,340.0,38.0,10.0,0.5,50.0,1850,87.0,9.0,8.0,23.0,20.0,10.0,25.0,Other
512,Taco Bell,Express Taco Salad w/ Chips,580,260.0,29.0,9.0,1.0,60.0,1270,59.0,8.0,7.0,23.0,18.857142857142858,20.17049180327869,24.852459016393443,Other
513,Taco Bell,Fiesta Taco Salad-Beef,780,380.0,42.0,10.0,1.0,60.0,1340,74.0,11.0,7.0,26.0,18.857142857142858,20.17049180327869,24.852459016393443,Other
514,Taco Bell,Fiesta Taco Salad-Chicken,720,320.0,35.0,7.0,1.315934065934066,70.0,1260,70.0,8.0,8.0,32.0,18.857142857142858,20.17049180327869,24.852459016393443,Other
515,Taco Bell,Fiesta Taco Salad-Steak,720,320.0,36.0,8.0,1.0,55.0,1340,70.0,8.0,8.0,28.0,18.857142857142858,20.17049180327869,24.852459016393443,Other
